Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-12-10 00:00:00-05:00,66.75501121525667,67.15655547409243,66.45907928439043,66.9019775390625,17606000,0.0,0.0
2019-12-11 00:00:00-05:00,67.17149451408572,67.2507056532434,66.81279424419182,66.9697265625,20480000,0.0,0.0
2019-12-12 00:00:00-05:00,66.9179152400922,67.48435852895024,66.66832412294539,67.18096160888672,29114000,0.0,0.0
2019-12-13 00:00:00-05:00,67.15157027768653,67.32344782699951,66.84070072874337,67.10025787353516,33170000,0.0,0.0
2019-12-16 00:00:00-05:00,67.50529423433785,67.93025218069717,67.28658935585841,67.78926849365234,28128000,0.0,0.0
2019-12-17 00:00:00-05:00,67.87445062350825,67.97010454499008,67.29455205032858,67.49980926513672,32948000,0.0,0.0
2019-12-18 00:00:00-05:00,67.60493098603177,67.72599025478522,67.27911621311041,67.35134887695312,23330000,0.0,0.0
2019-12-19 00:00:00-05:00,67.35135062677817,67.63134152803848,67.19392416136223,67.57703399658203,28922000,0.0,0.0
2019-12-20 00:00:00-05:00,67.9088270971954,67.95366273550995,67.29256132458019,67.31697082519531,50090000,0.0,0.0
2019-12-23 00:00:00-05:00,67.69111067247617,67.84654542941736,67.15654950907299,67.2875747680664,19936000,0.0,0.0
2019-12-24 00:00:00-05:00,67.26665634865138,67.35633522990007,66.9657528005911,66.97869873046875,13468000,0.0,0.0
2019-12-26 00:00:00-05:00,67.08431131419714,67.91380856703519,67.03249719301324,67.87743377685547,23662000,0.0,0.0
2019-12-27 00:00:00-05:00,67.95365473071666,68.10560784511087,67.4056459226941,67.48735046386719,23212000,0.0,0.0
2019-12-30 00:00:00-05:00,67.59546062500813,67.60492491235867,66.65038501698088,66.74354553222656,19994000,0.0,0.0
2019-12-31 00:00:00-05:00,66.54824996368184,66.79087018476127,66.36591230787249,66.72760009765625,19514000,0.0,0.0
2020-01-02 00:00:00-05:00,67.17698523802844,68.18682098388672,67.08133131198049,68.18682098388672,27278000,0.0,0.0
2020-01-03 00:00:00-05:00,67.15655543577822,68.43940351728152,67.12267404619415,67.83010864257812,23408000,0.0,0.0
2020-01-06 00:00:00-05:00,67.33738843542059,69.66345923216974,67.30600805367692,69.63805389404297,46768000,0.0,0.0
2020-01-07 00:00:00-05:00,69.77008329725511,69.92153470711604,69.32669091744489,69.50354766845703,34330000,0.0,0.0
2020-01-08 00:00:00-05:00,69.4890894151128,70.33751521494523,69.3799878535832,69.99824523925781,35314000,0.0,0.0
2020-01-09 00:00:00-05:00,70.83969379325514,71.17597625297427,70.25581190329635,70.73308563232422,33200000,0.0,0.0
2020-01-10 00:00:00-05:00,71.21533908846308,71.48784974028622,70.72362186567442,71.18992614746094,26258000,0.0,0.0
2020-01-13 00:00:00-05:00,71.50328944184061,71.81366484523728,71.01107809709713,71.7414321899414,30730000,0.0,0.0
2020-01-14 00:00:00-05:00,71.73993108645232,71.87095634273705,71.13063627811646,71.27113342285156,26076000,0.0,0.0
2020-01-15 00:00:00-05:00,71.3922064558728,71.77880553455721,71.32445127284004,71.70008850097656,21550000,0.0,0.0
2020-01-16 00:00:00-05:00,72.0114554841839,72.27301191223528,71.73994064880996,72.24610900878906,26080000,0.0,0.0
2020-01-17 00:00:00-05:00,72.86286123537427,73.76010603887995,72.56444352795735,73.70879364013672,52424000,0.0,0.0
2020-01-21 00:00:00-05:00,73.682891350434,74.22493276033909,73.24497990845329,73.84481048583984,48930000,0.0,0.0
2020-01-22 00:00:00-05:00,74.21745513521142,74.75799134476836,73.8652316275804,73.92550659179688,28458000,0.0,0.0
2020-01-23 00:00:00-05:00,74.10884319098346,74.405269198285,73.74864537839773,73.96635437011719,26650000,0.0,0.0
2020-01-24 00:00:00-05:00,74.37139241036722,74.44014342272132,72.8947432066111,73.04370880126953,29786000,0.0,0.0
2020-01-27 00:00:00-05:00,71.31846997752507,71.56955866813779,70.71863939255725,71.32793426513672,34132000,0.0,0.0
2020-01-28 00:00:00-05:00,71.82662476293184,72.47726605072009,71.25967970809778,72.26304626464844,29724000,0.0,0.0
2020-01-29 00:00:00-05:00,72.65960189593662,72.94258029676281,72.00846650513019,72.5719223022461,21566000,0.0,0.0
2020-01-30 00:00:00-05:00,71.64528116546836,72.49968208968686,71.49084223477435,72.44986724853516,27110000,0.0,0.0
2020-01-31 00:00:00-05:00,73.12790379399927,73.21807678829367,71.09527131841374,71.38024139404297,43822000,0.0,0.0
2020-02-03 00:00:00-05:00,72.81851903680833,74.04657296301339,72.56743036798406,73.86223602294922,71636000,0.0,0.0
2020-02-04 00:00:00-05:00,72.46182298123878,73.10199650551328,70.84468413309284,72.00946044921875,95880000,0.0,0.0
2020-02-05 00:00:00-05:00,72.9161630186474,72.9644878939861,71.22579582422557,72.04133605957031,36376000,0.0,0.0
2020-02-06 00:00:00-05:00,72.33677576359966,73.81043759584276,72.26204969986705,73.53194427490234,37822000,0.0,0.0
2020-02-07 00:00:00-05:00,73.10448784833639,73.99426007334321,73.0058464103526,73.68836975097656,28360000,0.0,0.0
2020-02-10 00:00:00-05:00,73.59472631055179,75.1715071998613,73.49359145462412,75.1605453491211,38302000,0.0,0.0
2020-02-11 00:00:00-05:00,75.39020550159178,76.21771113263144,75.00061892772216,75.23028564453125,34852000,0.0,0.0
2020-02-12 00:00:00-05:00,75.51923806383654,75.74043633057408,75.16103948219266,75.65724182128906,31042000,0.0,0.0
2020-02-13 00:00:00-05:00,75.22729680616945,76.02191687395778,74.92837735428414,75.39618682861328,22914000,0.0,0.0
2020-02-14 00:00:00-05:00,75.45297562350825,75.72797967828164,75.00559231326048,75.66221618652344,23198000,0.0,0.0
2020-02-18 00:00:00-05:00,75.4435174707526,76.25158520613671,75.27761496690005,75.69759368896484,25642000,0.0,0.0
2020-02-19 00:00:00-05:00,76.08418918563441,76.2605518097851,75.77431549389932,75.96810913085938,22746000,0.0,0.0
2020-02-20 00:00:00-05:00,75.67616412195946,76.07770834757048,74.94132496189518,75.57553100585938,25962000,0.0,0.0
2020-02-21 00:00:00-05:00,74.95727591179677,75.27462983630095,73.65749087159037,73.90509033203125,42520000,0.0,0.0
2020-02-24 00:00:00-05:00,70.89549627943762,71.55959279941615,70.08543687850549,70.736572265625,49560000,0.0,0.0
2020-02-25 00:00:00-05:00,71.29156773137504,71.58300697779833,68.77170303202607,69.06563568115234,51580000,0.0,0.0
2020-02-26 00:00:00-05:00,69.49707216060908,70.42819845561333,68.57889939705458,69.27238464355469,49776000,0.0,0.0
2020-02-27 00:00:00-05:00,67.7115398365822,68.2226873655206,65.4746460468317,65.51001739501953,62290000,0.0,0.0
2020-02-28 00:00:00-05:00,63.48536091019855,66.88005259105421,63.18146225933805,66.72063446044922,80198000,0.0,0.0
2020-03-02 00:00:00-05:00,67.32544584408515,69.1229231286208,66.02067405586332,69.06563568115234,55430000,0.0,0.0
2020-03-03 00:00:00-05:00,69.63158149075487,70.15518082920593,66.22193708069483,66.6444091796875,56602000,0.0,0.0
2020-03-04 00:00:00-05:00,67.7025750397975,68.88927512353104,66.60854135808763,68.83049011230469,47598000,0.0,0.0
2020-03-05 00:00:00-05:00,67.03449374191095,67.4370414491301,64.84692814514692,65.50055694580078,54380000,0.0,0.0
2020-03-06 00:00:00-05:00,63.26815022542305,64.90222218354712,62.63345001724397,64.55299377441406,64640000,0.0,0.0
2020-03-09 00:00:00-04:00,60.03038682352592,62.4102598340368,59.68563589792192,60.56993103027344,69252000,0.0,0.0
2020-03-10 00:00:00-04:00,62.49296104143068,63.56208346017073,60.5061600095972,63.52820587158203,54872000,0.0,0.0
2020-03-11 00:00:00-04:00,62.18806372644597,62.61949838943698,59.34187890099212,60.32630920410156,54732000,0.0,0.0
2020-03-12 00:00:00-04:00,55.92825665674984,59.22281313910036,55.22331167410478,55.37675476074219,94326000,0.0,0.0
2020-03-13 00:00:00-04:00,58.537298689662194,60.500682240290445,55.413620095234876,60.494205474853516,79400000,0.0,0.0
2020-03-16 00:00:00-04:00,54.28371671880484,57.06662772504203,53.161286436824646,53.45621871948242,96520000,0.0,0.0
2020-03-17 00:00:00-04:00,54.33503393484652,56.09664573448183,52.265536316051694,55.701080322265625,83194000,0.0,0.0
2020-03-18 00:00:00-04:00,52.80557808968981,55.04994075985991,51.66271785644401,54.36243438720703,93044000,0.0,0.0
2020-03-19 00:00:00-04:00,54.2144668514263,57.42233951228538,52.58686790234642,55.38273239135742,74064000,0.0,0.0
2020-03-20 00:00:00-04:00,56.34075959872419,56.71839227547209,52.91318612762283,53.21758270263672,82878000,0.0,0.0
2020-03-23 00:00:00-04:00,52.62771969397402,53.152816591676384,50.2612982120029,52.5161247253418,83672000,0.0,0.0
2020-03-24 00:00:00-04:00,54.99962362416185,56.46182182723558,54.125290704013324,56.29642105102539,72468000,0.0,0.0
2020-03-25 00:00:00-04:00,56.02590181648933,57.10150097644301,53.95491048168835,54.882049560546875,90324000,0.0,0.0
